S. No,Order ID,Order Date,Ship Date (Bluesky Logistics),Ship Mode (Bluesky Logistics),Country,City,Postal Code,Region,Product ID,Product Name (by Designer),Sales (INR), Cost (INR),Quantity,Profit (INR),Turnaround time (days),Delivery status,ship mode
2625,CA-2017-127180,43030,43032,First Class,India,Pondicherry,10024,East,TEC-PH-10001494,Printed Full sleeves,2399.6,1751.708,8,647.892,3,Shipping on time,Regular Air
2626,CA-2017-127180,43030,43032,First Class,India,Pondicherry,10024,East,OFF-EN-10002500,Printed Full sleeves,63.9,35.145,5,28.755,3,Advance shipping,Regular Air
2627,CA-2017-127180,43030,43032,First Class,India,Pondicherry,10024,East,TEC-PH-10003800,Printed Full sleeves,52.99,52.4601,1,0.529899999999998,3,Late delivery,Regular Air
2628,US-2017-165344,43052,43054,First Class,India,Cochin,45503,East,TEC-AC-10002399,Printed Full sleeves,60.864,51.7344,4,9.1296,3,Advance shipping,Regular Air
2629,US-2017-165344,43052,43054,First Class,India,Cochin,45503,East,TEC-MA-10002210,Printed Full sleeves,652.995,1588.9545,7,-935.9595,3,Late delivery,Regular Air
2630,US-2017-165344,43052,43054,First Class,India,Cochin,45503,East,OFF-BI-10003196,Printed Full sleeves,11.22,18.7,10,-7.48,3,Late delivery,Express Air
2631,CA-2015-168186,42257,42262,Standard Class,India,Cochin,74133,Central,OFF-PA-10000477,Printed Full sleeves,14.94,7.9182,3,7.0218,10,Shipping on time,Regular Air
2632,US-2017-110604,42870,42875,Standard Class,India,Cochin,98103,West,FUR-FU-10000076,Printed Full sleeves,39.96,22.7772,2,17.1828,10,Late delivery,Regular Air
2633,US-2017-110604,42870,42875,Standard Class,India,Cochin,98103,West,FUR-CH-10002017,Printed Full sleeves,42.624,38.3616,2,4.2624,10,Late delivery,Regular Air
2634,US-2017-110604,42870,42875,Standard Class,India,Cochin,98103,West,FUR-CH-10004287,Printed Full sleeves,220.96,196.102,1,24.858,10,Late delivery,Regular Air
2635,CA-2015-116750,42190,42195,Second Class,India,Cochin,28314,South,FUR-FU-10003829,Printed Full sleeves,4.928,4.1888,2,0.739199999999999,7,Late delivery,Regular Air
2636,CA-2015-116750,42190,42195,Second Class,India,Cochin,28314,South,OFF-BI-10004728,Printed Full sleeves,7.23,13.014,5,-5.784,7,Late delivery,Regular Air
2637,CA-2015-162369,42231,42235,Standard Class,India,Cochin,90045,West,OFF-ST-10000046,Printed Full sleeves,323.1,261.711,2,61.389,10,Advance shipping,Delivery Truck
2638,CA-2017-108441,42898,42904,Standard Class,India,Cochin,10035,East,OFF-PA-10000697,Printed Full sleeves,19.04,9.7104,4,9.3296,10,Late delivery,Regular Air
2639,CA-2017-108441,42898,42904,Standard Class,India,Cochin,10035,East,OFF-BI-10000848,Printed Full sleeves,13.128,8.8614,3,4.2666,10,Shipping on time,Regular Air
2640,CA-2017-108441,42898,42904,Standard Class,India,Cochin,10035,East,OFF-AR-10004691,Printed Full sleeves,64.14,47.4636,3,16.6764,10,Late delivery,Delivery Truck
2641,CA-2017-108441,42898,42904,Standard Class,India,Cochin,10035,East,FUR-CH-10000595,Printed Full sleeves,858.24,715.2,4,143.04,10,Late delivery,Delivery Truck
2642,CA-2015-169740,42055,42060,Standard Class,India,Cochin,71901,South,TEC-AC-10000927,Printed Full sleeves,29.99,26.991,1,2.999,10,Shipping canceled,Regular Air
2643,CA-2016-124051,42733,42734,First Class,India,Cochin,60505,Central,OFF-PA-10001289,Printed Full sleeves,186.048,118.6056,6,67.4424,3,Late delivery,Regular Air
2644,CA-2016-149111,42477,42481,Second Class,India,Cochin,27604,South,TEC-PH-10003092,Printed Full sleeves,36.792,32.6529,1,4.1391,7,Late delivery,Regular Air
2645,CA-2016-149111,42477,42481,Second Class,India,Cochin,27604,South,FUR-FU-10000206,Printed Full sleeves,18.624,12.3384,8,6.2856,7,Late delivery,Regular Air
2646,CA-2014-131002,41889,41894,Second Class,India,Cochin,74133,Central,FUR-FU-10004270,Printed Full sleeves,57.69,34.0371,3,23.6529,7,Advance shipping,Regular Air
2647,CA-2014-131002,41889,41894,Second Class,India,Cochin,74133,Central,OFF-BI-10000948,Printed Full sleeves,42.81,22.6893,3,20.1207,7,Late delivery,Regular Air
2648,CA-2014-131002,41889,41894,Second Class,India,Cochin,74133,Central,OFF-PA-10000223,Printed Full sleeves,12.96,6.7392,2,6.2208,7,Shipping on time,Regular Air
2649,CA-2014-131002,41889,41894,Second Class,India,Cochin,74133,Central,FUR-FU-10004665,Printed Full sleeves,821.88,608.1912,6,213.6888,7,Advance shipping,Regular Air
2650,CA-2014-131002,41889,41894,Second Class,India,Cochin,74133,Central,TEC-PH-10000215,Printed Full sleeves,104.85,76.5405,3,28.3095,7,Late delivery,Delivery Truck
2651,US-2016-146794,42639,42644,Standard Class,India,Cochin,92345,West,FUR-BO-10004467,Printed Full sleeves,424.9575,404.9595,5,19.998,10,Advance shipping,Express Air
2652,CA-2017-112515,42995,42999,Second Class,India,Cochin,84604,West,OFF-BI-10000829,Printed Full sleeves,10.776,7.2738,3,3.5022,7,Late delivery,Express Air
2653,CA-2017-112515,42995,42999,Second Class,India,Cochin,84604,West,OFF-BI-10003712,Printed Full sleeves,11.784,7.5123,3,4.2717,7,Late delivery,Regular Air
2654,CA-2017-112515,42995,42999,Second Class,India,Cochin,84604,West,OFF-PA-10000062,Printed Full sleeves,164.88,84.0888,3,80.7912,7,Shipping on time,Regular Air
2655,CA-2017-112515,42995,42999,Second Class,India,Cochin,84604,West,FUR-BO-10003404,Printed Full sleeves,1292.94,1215.3636,3,77.5763999999999,7,Shipping on time,Regular Air
2656,CA-2017-112515,42995,42999,Second Class,India,Goa,84604,West,OFF-BI-10004233,Printed Full sleeves,25.584,16.6296,2,8.9544,7,Late delivery,Regular Air
2657,CA-2017-112515,42995,42999,Second Class,India,Goa,84604,West,OFF-ST-10001272,Plain Full sleeves,261.74,196.305,2,65.435,7,Advance shipping,Regular Air
2658,CA-2017-112515,42995,42999,Second Class,India,Goa,84604,West,OFF-LA-10001175,Plain Full sleeves,14.4,7.344,5,7.056,7,Advance shipping,Regular Air
2659,CA-2016-150343,42598,42602,Standard Class,India,Goa,94110,West,OFF-EN-10004030,Plain Full sleeves,10.86,5.7558,3,5.1042,10,Late delivery,Regular Air
2660,CA-2015-135538,42362,42366,Standard Class,India,Goa,85234,West,FUR-CH-10004287,Plain Full sleeves,883.84,784.408,4,99.4319999999999,10,Late delivery,Delivery Truck
2661,CA-2017-123372,43067,43071,Standard Class,India,Goa,10035,East,TEC-PH-10002834,Plain Full sleeves,1979.89,1484.9175,11,494.9725,10,Advance shipping,Regular Air
2662,CA-2017-123372,43067,43071,Standard Class,India,Goa,10035,East,OFF-EN-10003055,Plain Full sleeves,79.96,43.978,2,35.982,10,Late delivery,Express Air
2663,CA-2017-159604,42839,42840,First Class,India,Goa,65807,Central,OFF-BI-10003460,Plain Full sleeves,8.76,4.5552,2,4.2048,3,Shipping canceled,Regular Air
2664,CA-2016-164784,42491,42494,First Class,India,Goa,38109,South,OFF-LA-10001569,Plain Full sleeves,3.984,2.6892,1,1.2948,3,Late delivery,Regular Air
2665,CA-2016-164784,42491,42494,First Class,India,Goa,38109,South,FUR-TA-10004534,Plain Full sleeves,370.62,512.691,3,-142.071,3,Advance shipping,Regular Air
2666,CA-2016-164784,42491,42494,First Class,India,Goa,38109,South,OFF-BI-10002954,Plain Full sleeves,2.742,4.7528,2,-2.0108,3,Shipping canceled,Regular Air
2667,CA-2016-111794,42644,42644,First Class,India,Goa,79109,Central,TEC-AC-10003832,Plain Full sleeves,79.512,58.6401,3,20.8719,3,Advance shipping,Regular Air
2668,CA-2016-111794,42644,42644,First Class,India,Goa,79109,Central,OFF-PA-10000474,Plain Full sleeves,28.352,18.7832,1,9.5688,3,Shipping on time,Express Air
2669,US-2015-139759,42241,42246,Standard Class,India,Goa,90045,West,FUR-CH-10002774,Plain Full sleeves,40.784,36.1958,1,4.5882,10,Shipping on time,Express Air
2670,US-2015-139759,42241,42246,Standard Class,India,Goa,90045,West,OFF-AP-10002765,Plain Full sleeves,105.96,76.2912,4,29.6688,10,Shipping on time,Express Air
2671,CA-2014-126403,41891,41894,Second Class,India,Goa,1852,East,OFF-PA-10001144,Plain Full sleeves,166.44,86.5488,3,79.8912,7,Advance shipping,Regular Air
2672,CA-2014-126403,41891,41894,Second Class,India,Goa,1852,East,FUR-CH-10003761,Plain Full sleeves,785.88,573.6924,6,212.1876,7,Shipping on time,Express Air
2673,CA-2014-126403,41891,41894,Second Class,India,Goa,1852,East,OFF-PA-10004665,Plain Full sleeves,26.2,13.362,2,12.838,7,Late delivery,Regular Air
2674,CA-2014-126403,41891,41894,Second Class,India,Goa,1852,East,OFF-ST-10000078,Plain Full sleeves,1325.85,1087.197,5,238.653,7,Late delivery,Regular Air
2675,CA-2017-136875,43072,43072,First Class,India,Goa,92024,West,OFF-PA-10000357,Plain Full sleeves,166.44,86.5488,3,79.8912,3,Advance shipping,Regular Air
2676,CA-2017-132185,43066,43071,Standard Class,India,Goa,28806,South,OFF-AR-10000422,Plain Full sleeves,8.76,7.9935,5,0.7665,10,Late delivery,Regular Air
2677,CA-2017-132185,43066,43071,Standard Class,India,Goa,28806,South,OFF-AP-10001205,Plain Full sleeves,43.584,39.2256,1,4.3584,10,Shipping on time,Regular Air
2678,US-2014-160780,41811,41811,First Class,India,Goa,81001,West,OFF-BI-10001116,Plain Full sleeves,11.088,19.2192,7,-8.1312,3,Late delivery,Regular Air
2679,US-2014-160780,41811,41811,First Class,India,Goa,81001,West,OFF-BI-10002931,Plain Full sleeves,25.164,41.94,2,-16.776,3,Advance shipping,Delivery Truck
2680,CA-2017-127026,42756,42762,Standard Class,India,Goa,49201,Central,OFF-BI-10000546,Plain Full sleeves,14.4,7.344,5,7.056,10,Late delivery,Regular Air
2681,CA-2017-127026,42756,42762,Standard Class,India,Goa,49201,Central,TEC-AC-10002049,Plain Full sleeves,619.95,508.359,5,111.591,10,Late delivery,Regular Air
2682,CA-2017-127026,42756,42762,Standard Class,India,Goa,49201,Central,OFF-BI-10001196,Plain Full sleeves,89.52,47.4456,4,42.0744,10,Advance shipping,Regular Air
2683,CA-2017-127026,42756,42762,Standard Class,India,Goa,49201,Central,TEC-MA-10002981,Plain Full sleeves,350.973,198.8847,3,152.0883,10,Shipping canceled,Regular Air
2684,CA-2017-127026,42756,42762,Standard Class,India,Goa,49201,Central,TEC-PH-10003601,Plain Full sleeves,164.99,115.493,1,49.497,10,Advance shipping,Regular Air
2685,CA-2017-137085,42915,42922,Standard Class,India,Goa,90004,West,OFF-BI-10000632,Plain Full sleeves,312.552,210.9726,9,101.5794,10,Late delivery,Regular Air
2686,CA-2016-133123,42619,42624,Standard Class,India,Goa,27360,South,OFF-EN-10003055,Plain Full sleeves,95.952,65.967,3,29.985,10,Late delivery,Regular Air
2687,CA-2016-133123,42619,42624,Standard Class,India,Goa,27360,South,OFF-BI-10001031,Plain Full sleeves,3.204,5.6604,2,-2.4564,10,Shipping on time,Regular Air
2688,US-2016-128195,42586,42587,First Class,India,Goa,61604,Central,OFF-BI-10002003,Plain Full sleeves,3.98,10.547,5,-6.567,3,Shipping on time,Delivery Truck
2689,CA-2015-153220,42320,42322,First Class,India,Goa,90032,West,OFF-PA-10003016,Plain Full sleeves,15.7,8.635,5,7.065,3,Advance shipping,Regular Air
2690,CA-2014-123064,41820,41822,First Class,India,Goa,60653,Central,OFF-AR-10004582,Plain Full sleeves,5.248,3.608,4,1.64,3,Late delivery,Delivery Truck
2691,CA-2017-156412,43073,43077,Standard Class,India,Goa,19134,East,OFF-BI-10004364,Plain Full sleeves,5.346,9.801,3,-4.455,10,Late delivery,Regular Air
2692,US-2016-144211,42610,42615,Standard Class,India,Goa,80112,West,OFF-PA-10002246,Plain Full sleeves,15.48,9.8685,3,5.6115,10,Late delivery,Regular Air
2693,US-2016-144211,42610,42615,Standard Class,India,Goa,80112,West,TEC-PH-10002890,Plain Full sleeves,108.576,100.4328,3,8.1432,10,Advance shipping,Regular Air
2694,CA-2016-138079,42391,42397,Standard Class,India,Goa,98115,West,FUR-FU-10001475,Plain Full sleeves,109.9,72.534,5,37.366,10,Late delivery,Regular Air
2695,CA-2014-143182,41927,41932,Standard Class,India,Goa,33012,South,FUR-FU-10004270,Plain Full sleeves,15.384,11.3457,1,4.0383,10,Advance shipping,Regular Air
2696,CA-2016-161662,42407,42409,First Class,India,Goa,43130,East,OFF-PA-10003465,Plain Full sleeves,30.352,19.7288,2,10.6232,3,Shipping on time,Express Air
2697,CA-2014-145317,41716,41721,Standard Class,India,Goa,32216,South,TEC-MA-10003626,Plain Full sleeves,821.3,837.726,4,-16.426,10,Late delivery,Delivery Truck
2698,CA-2014-145317,41716,41721,Standard Class,India,Goa,32216,South,TEC-MA-10002412,Plain Full sleeves,22638.48,24449.5584,6,-1811.0784,10,Advance shipping,Regular Air
2699,CA-2014-145317,41716,41721,Standard Class,India,Goa,32216,South,OFF-PA-10001804,Plain Full sleeves,21.376,13.8944,4,7.4816,10,Late delivery,Delivery Truck
2700,CA-2014-145317,41716,41721,Standard Class,India,Goa,32216,South,OFF-AR-10003183,Plain Full sleeves,8.016,7.014,3,1.002,10,Advance shipping,Regular Air
2701,CA-2014-145317,41716,41721,Standard Class,India,Goa,32216,South,FUR-FU-10004270,Plain Full sleeves,30.768,22.6914,2,8.0766,10,Late delivery,Regular Air
2702,CA-2014-145317,41716,41721,Standard Class,India,Goa,32216,South,OFF-FA-10003112,Plain Full sleeves,18.936,13.0185,3,5.9175,10,Advance shipping,Regular Air
2703,CA-2014-145317,41716,41721,Standard Class,India,Goa,32216,South,FUR-FU-10001986,Plain Full sleeves,122.352,107.058,3,15.294,10,Shipping canceled,Regular Air
2704,CA-2014-143413,41783,41789,Standard Class,India,Goa,21215,East,OFF-PA-10002319,Plain Full sleeves,116.28,59.3028,3,56.9772,10,Late delivery,Express Air
2705,CA-2017-156818,42927,42929,Second Class,India,Goa,10009,East,TEC-AC-10002323,Plain Full sleeves,132.6,115.362,6,17.238,7,Late delivery,Regular Air
2706,CA-2017-155873,42902,42907,Standard Class,India,Goa,88220,West,OFF-SU-10001165,Plain Full sleeves,16.68,12.3432,2,4.3368,10,Advance shipping,Regular Air
2707,CA-2017-155873,42902,42907,Standard Class,India,Goa,88220,West,OFF-PA-10001246,Plain Full sleeves,19.44,10.1088,3,9.3312,10,Late delivery,Express Air
2708,CA-2017-155873,42902,42907,Standard Class,India,Goa,88220,West,OFF-PA-10001815,Plain Full sleeves,192.16,99.9232,4,92.2368,10,Late delivery,Regular Air
2709,CA-2015-121797,42034,42041,Standard Class,India,Goa,90049,West,FUR-FU-10001876,Plain Full sleeves,227.36,145.5104,7,81.8496,10,Late delivery,Regular Air
2710,CA-2015-121797,42034,42041,Standard Class,India,Goa,90049,West,TEC-MA-10000488,Plain Full sleeves,1919.976,1703.9787,3,215.9973,10,Shipping on time,Regular Air
2711,US-2015-120572,42349,42353,Standard Class,India,Goa,32216,South,OFF-BI-10001098,Plain Full sleeves,12.828,21.8076,2,-8.9796,10,Shipping on time,Regular Air
2712,CA-2017-132430,43017,43019,First Class,India,Goa,44107,East,FUR-FU-10003577,Plain Full sleeves,45.888,36.7104,4,9.1776,3,Late delivery,Regular Air
2713,CA-2017-146031,42945,42948,Second Class,India,Tiruvananthapuram,12180,East,OFF-AR-10002656,Plain Full sleeves,60.12,37.8756,9,22.2444,7,Advance shipping,Delivery Truck
2714,CA-2014-110100,41754,41758,Standard Class,India,Tiruvananthapuram,28403,South,TEC-PH-10004531,Plain Full sleeves,302.376,264.579,3,37.797,10,Shipping on time,Regular Air
2715,CA-2015-103723,42339,42344,Standard Class,India,Tiruvananthapuram,98105,West,OFF-AR-10003251,Plain Full sleeves,13.9,8.34,5,5.56,10,Advance shipping,Regular Air
2716,CA-2014-127187,41977,41981,Standard Class,India,Tiruvananthapuram,10024,East,TEC-PH-10000673,Plain Full sleeves,129.98,67.5896,2,62.3904,10,Late delivery,Regular Air
2717,CA-2017-128475,42973,42979,Standard Class,India,Tiruvananthapuram,31907,South,TEC-AC-10000158,Plain Full sleeves,71.98,56.8642,2,15.1158,10,Advance shipping,Regular Air
2718,CA-2014-100006,41889,41895,Standard Class,India,Tiruvananthapuram,10024,East,TEC-PH-10002075,Plain Full sleeves,377.97,268.3587,3,109.6113,10,Late delivery,Regular Air
2719,CA-2017-144827,43090,43096,Standard Class,India,Tiruvananthapuram,92627,West,OFF-ST-10004340,Collar necked ,124.36,90.7828,2,33.5772,10,Late delivery,Express Air
2720,CA-2014-110030,41979,41981,Second Class,India,Tiruvananthapuram,77095,Central,FUR-FU-10002759,Collar necked ,23.976,38.3616,3,-14.3856,7,Late delivery,Regular Air
2721,CA-2014-121286,41947,41951,Second Class,India,Tiruvananthapuram,27511,South,OFF-FA-10000585,Collar necked ,8.376,5.6538,3,2.7222,7,Shipping on time,Regular Air
2722,CA-2014-121286,41947,41951,Second Class,India,Tiruvananthapuram,27511,South,OFF-AP-10004859,Collar necked ,58.24,53.144,5,5.096,7,Late delivery,Delivery Truck
2723,CA-2016-164735,42474,42479,Second Class,India,Tiruvananthapuram,22304,South,OFF-ST-10001558,Collar necked ,81.2,69.02,5,12.18,7,Late delivery,Regular Air
2724,CA-2014-153479,41916,41920,Standard Class,India,Tiruvananthapuram,94591,West,OFF-LA-10004689,Collar necked ,14.45,7.6585,5,6.7915,10,Late delivery,Delivery Truck
2725,CA-2014-153479,41916,41920,Standard Class,India,Tiruvananthapuram,94591,West,OFF-BI-10002867,Collar necked ,95.648,64.5624,2,31.0856,10,Late delivery,Delivery Truck
2726,CA-2017-149888,43046,43052,Standard Class,India,Tiruvananthapuram,19120,East,TEC-PH-10003811,Collar necked ,359.97,431.964,5,-71.994,10,Late delivery,Regular Air
2727,CA-2017-149888,43046,43052,Standard Class,India,Tiruvananthapuram,19120,East,FUR-TA-10000849,Collar necked ,350.352,490.4928,4,-140.1408,10,Late delivery,Regular Air
2728,CA-2017-119193,43091,43093,First Class,India,Tiruvananthapuram,43615,East,OFF-BI-10000848,Collar necked ,1.641,2.9538,1,-1.3128,3,Late delivery,Delivery Truck
2729,CA-2017-119193,43091,43093,First Class,India,Tiruvananthapuram,43615,East,TEC-PH-10003072,Collar necked ,629.958,535.4643,7,94.4937,3,Advance shipping,Regular Air
2730,CA-2017-104801,42779,42785,Standard Class,India,Tiruvananthapuram,98105,West,OFF-AR-10001547,Collar necked ,6.63,4.8399,3,1.7901,10,Late delivery,Regular Air
2731,CA-2017-104801,42779,42785,Standard Class,India,Tiruvananthapuram,98105,West,TEC-AC-10001838,Collar necked ,799.96,455.9772,4,343.9828,10,Late delivery,Regular Air
2732,CA-2017-104801,42779,42785,Standard Class,India,Tiruvananthapuram,98105,West,FUR-FU-10004017,Collar necked ,107.53,86.024,1,21.506,10,Advance shipping,Regular Air
2733,CA-2014-107594,41822,41826,Standard Class,India,Tiruvananthapuram,7060,East,TEC-PH-10002923,Collar necked ,73.98,54.0054,2,19.9746,10,Late delivery,Regular Air
2734,CA-2014-107594,41822,41826,Standard Class,India,Tiruvananthapuram,7060,East,OFF-AR-10000716,Collar necked ,5.58,3.4038,1,2.1762,10,Late delivery,Express Air
2735,CA-2015-129770,42056,42058,Second Class,India,Tiruvananthapuram,88001,West,OFF-PA-10000249,Collar necked ,49.12,26.0336,4,23.0864,7,Shipping on time,Regular Air
2736,CA-2015-115798,42321,42327,Standard Class,India,Tiruvananthapuram,19711,East,TEC-PH-10003691,Collar necked ,377.97,283.4775,3,94.4925,10,Late delivery,Delivery Truck
2737,CA-2015-115798,42321,42327,Standard Class,India,Tiruvananthapuram,19711,East,OFF-PA-10001560,Collar necked ,42.28,22.4084,7,19.8716,10,Late delivery,Regular Air
2738,CA-2015-115798,42321,42327,Standard Class,India,Tiruvananthapuram,19711,East,FUR-BO-10004467,Collar necked ,299.97,242.9757,3,56.9943,10,Late delivery,Regular Air
2739,CA-2015-115798,42321,42327,Standard Class,India,Tiruvananthapuram,19711,East,TEC-PH-10001819,Collar necked ,89.98,46.7896,2,43.1904,10,Advance shipping,Regular Air
2740,CA-2017-122707,42841,42843,First Class,India,Tiruvananthapuram,35244,South,OFF-SU-10000157,Collar necked ,477.24,467.6952,4,9.54480000000001,3,Late delivery,Delivery Truck
2741,CA-2017-122707,42841,42843,First Class,India,Tiruvananthapuram,35244,South,TEC-AC-10004227,Collar necked ,25.98,24.4212,2,1.5588,3,Shipping on time,Regular Air
2742,CA-2016-165015,42425,42427,Second Class,India,Tiruvananthapuram,43055,East,OFF-EN-10003134,Collar necked ,46.72,29.2,5,17.52,7,Late delivery,Regular Air
2743,CA-2014-149244,41947,41951,Standard Class,India,Tiruvananthapuram,92037,West,FUR-FU-10004671,Collar necked ,35.34,21.9108,2,13.4292,10,Late delivery,Regular Air
2744,CA-2015-140144,42175,42180,Second Class,India,Tiruvananthapuram,94122,West,FUR-FU-10002253,Collar necked ,257.64,157.1604,6,100.4796,7,Late delivery,Regular Air
2745,CA-2015-140144,42175,42180,Second Class,India,Tiruvananthapuram,94122,West,TEC-PH-10002726,Collar necked ,125.976,78.735,3,47.241,7,Late delivery,Regular Air
2746,CA-2017-163321,42954,42958,Second Class,India,Tiruvananthapuram,28540,South,TEC-AC-10004571,Collar necked ,79.992,57.9942,1,21.9978,7,Shipping on time,Express Air
